event_type,version,timestamp,machine_id,sensor_id,temperature,vibration,pressure,rotation_speed,load,ambient_temperature,operating_mode,rul_hours,scenario
sensor_reading,1.0,2025-01-01 01:30:00,M001,MAIN_SENSOR,628.164,0.036,24.168,1632.89,0.608,30.07,normal,,normal
sensor_reading,1.0,2025-01-01 01:35:00,M001,MAIN_SENSOR,631.436,0.0334,24.765,1614.98,0.609,30.07,normal,,normal
sensor_reading,1.0,2025-01-01 01:40:00,M001,MAIN_SENSOR,627.208,0.0329,24.201,1647.57,0.609,30.08,normal,,normal
sensor_reading,1.0,2025-01-01 01:45:00,M001,MAIN_SENSOR,628.718,0.0297,24.344,1641.53,0.61,30.08,idle,,normal
sensor_reading,1.0,2025-01-01 01:50:00,M001,MAIN_SENSOR,623.004,0.0332,23.495,1624.62,0.61,30.09,normal,,normal
sensor_reading,1.0,2025-01-01 01:55:00,M001,MAIN_SENSOR,626.159,0.0353,24.095,1617.28,0.611,30.09,normal,,normal
sensor_reading,1.0,2025-01-01 02:00:00,M001,MAIN_SENSOR,631.545,0.0297,24.172,1623.06,0.611,30.09,normal,,normal
sensor_reading,1.0,2025-01-01 02:05:00,M001,MAIN_SENSOR,627.845,0.0346,24.241,1648.99,0.612,30.1,normal,,normal
sensor_reading,1.0,2025-01-01 02:10:00,M001,MAIN_SENSOR,628.733,0.0341,23.908,1635.25,0.612,30.1,idle,,normal
sensor_reading,1.0,2025-01-01 02:15:00,M001,MAIN_SENSOR,630.336,0.0331,23.432,1637.16,0.613,30.11,normal,,normal
sensor_reading,1.0,2025-01-01 02:20:00,M001,MAIN_SENSOR,630.149,0.0316,23.616,1651.01,0.613,30.11,normal,,normal
sensor_reading,1.0,2025-01-01 02:25:00,M001,MAIN_SENSOR,630.567,0.0328,23.67,1623.55,0.614,30.11,idle,,normal
sensor_reading,1.0,2025-01-01 02:30:00,M001,MAIN_SENSOR,633.038,0.0337,23.878,1639.65,0.614,30.12,normal,,normal
sensor_reading,1.0,2025-01-01 02:35:00,M001,MAIN_SENSOR,626.725,0.0371,24.547,1628.05,0.615,30.12,idle,,normal
sensor_reading,1.0,2025-01-01 02:40:00,M001,MAIN_SENSOR,627.32,0.0268,23.557,1617.7,0.615,30.13,idle,,normal
sensor_reading,1.0,2025-01-01 02:45:00,M001,MAIN_SENSOR,629.649,0.0326,23.607,1630.51,0.616,30.13,high-load,,normal
sensor_reading,1.0,2025-01-01 02:50:00,M001,MAIN_SENSOR,630.797,0.0347,23.415,1632.46,0.616,30.13,high-load,,normal
sensor_reading,1.0,2025-01-01 02:55:00,M001,MAIN_SENSOR,625.169,0.0357,24.357,1623.35,0.616,30.14,high-load,,normal
sensor_reading,1.0,2025-01-01 03:00:00,M001,MAIN_SENSOR,627.058,0.0323,23.296,1638.27,0.617,30.14,normal,,normal
sensor_reading,1.0,2025-01-01 03:05:00,M001,MAIN_SENSOR,628.576,0.0359,23.703,1626.93,0.617,30.15,idle,,normal
sensor_reading,1.0,2025-01-01 03:10:00,M001,MAIN_SENSOR,624.912,0.0309,23.676,1646.43,0.618,30.15,normal,,normal
sensor_reading,1.0,2025-01-01 03:15:00,M001,MAIN_SENSOR,627.375,0.0338,23.959,1619.36,0.618,30.15,normal,,normal
sensor_reading,1.0,2025-01-01 03:20:00,M001,MAIN_SENSOR,629.002,0.035,23.671,1644.42,0.619,30.16,idle,,normal
sensor_reading,1.0,2025-01-01 03:25:00,M001,MAIN_SENSOR,626.996,0.0323,24.282,1626.87,0.619,30.16,normal,,normal
sensor_reading,1.0,2025-01-01 03:30:00,M001,MAIN_SENSOR,629.695,0.0327,24.144,1606.38,0.62,30.16,idle,,normal
sensor_reading,1.0,2025-01-01 03:35:00,M001,MAIN_SENSOR,624.131,0.035,24.464,1624.14,0.62,30.17,high-load,,normal
sensor_reading,1.0,2025-01-01 03:40:00,M001,MAIN_SENSOR,628.926,0.0343,24.346,1610.85,0.621,30.17,normal,,normal
sensor_reading,1.0,2025-01-01 03:45:00,M001,MAIN_SENSOR,627.037,0.0327,24.352,1665.28,0.621,30.18,normal,,normal
sensor_reading,1.0,2025-01-01 03:50:00,M001,MAIN_SENSOR,629.049,0.03,24.249,1651.27,0.622,30.18,normal,,normal
sensor_reading,1.0,2025-01-01 03:55:00,M001,MAIN_SENSOR,630.095,0.0313,24.446,1643.5,0.622,30.18,normal,,normal
sensor_reading,1.0,2025-01-01 04:00:00,M001,MAIN_SENSOR,626.73,0.0345,24.462,1649.83,0.623,30.19,normal,,normal
sensor_reading,1.0,2025-01-01 04:05:00,M001,MAIN_SENSOR,629.646,0.0327,24.545,1621.25,0.623,30.19,idle,,normal
sensor_reading,1.0,2025-01-01 04:10:00,M001,MAIN_SENSOR,631.199,0.0302,24.491,1632.79,0.624,30.2,high-load,,normal
sensor_reading,1.0,2025-01-01 04:15:00,M001,MAIN_SENSOR,633.727,0.0348,23.692,1653.1,0.624,30.2,normal,,normal
sensor_reading,1.0,2025-01-01 04:20:00,M001,MAIN_SENSOR,634.612,0.0358,23.856,1632.45,0.624,30.2,high-load,,normal
sensor_reading,1.0,2025-01-01 04:25:00,M001,MAIN_SENSOR,630.432,0.0319,24.717,1637.97,0.625,30.21,high-load,,normal
sensor_reading,1.0,2025-01-01 04:30:00,M001,MAIN_SENSOR,621.924,0.0345,24.005,1635.46,0.625,30.21,normal,,normal
sensor_reading,1.0,2025-01-01 04:35:00,M001,MAIN_SENSOR,628.965,0.0357,24.521,1639.87,0.626,30.22,high-load,,normal
sensor_reading,1.0,2025-01-01 04:40:00,M001,MAIN_SENSOR,629.091,0.0336,24.139,1626.96,0.626,30.22,idle,,normal
sensor_reading,1.0,2025-01-01 04:45:00,M001,MAIN_SENSOR,631.883,0.0348,24.673,1651.77,0.627,30.22,idle,,normal
sensor_reading,1.0,2025-01-01 04:50:00,M001,MAIN_SENSOR,628.127,0.0357,23.804,1645.18,0.627,30.23,idle,,normal
sensor_reading,1.0,2025-01-01 04:55:00,M001,MAIN_SENSOR,628.671,0.0311,24.237,1604.85,0.628,30.23,normal,,normal
sensor_reading,1.0,2025-01-01 05:00:00,M001,MAIN_SENSOR,625.006,0.0333,24.17,1632.63,0.628,30.24,normal,,normal
sensor_reading,1.0,2025-01-01 05:05:00,M001,MAIN_SENSOR,625.558,0.0317,24.28,1644.16,0.629,30.24,normal,,normal
sensor_reading,1.0,2025-01-01 05:10:00,M001,MAIN_SENSOR,630.285,0.0366,24.285,1628.32,0.629,30.24,high-load,,normal
sensor_reading,1.0,2025-01-01 05:15:00,M001,MAIN_SENSOR,629.53,0.0302,24.11,1650.76,0.63,30.25,normal,,normal
sensor_reading,1.0,2025-01-01 05:20:00,M001,MAIN_SENSOR,632.465,0.0373,24.045,1653.68,0.63,30.25,normal,,normal
sensor_reading,1.0,2025-01-01 05:25:00,M001,MAIN_SENSOR,629.867,0.0374,24.145,1646.13,0.631,30.26,normal,,normal
sensor_reading,1.0,2025-01-01 05:30:00,M001,MAIN_SENSOR,634.909,0.0333,24.232,1653.23,0.631,30.26,idle,,normal
sensor_reading,1.0,2025-01-01 05:35:00,M001,MAIN_SENSOR,630.122,0.0305,24.908,1632.24,0.632,30.26,high-load,,normal
sensor_reading,1.0,2025-01-01 05:40:00,M001,MAIN_SENSOR,631.035,0.0367,23.947,1625.9,0.632,30.27,idle,,normal
sensor_reading,1.0,2025-01-01 05:45:00,M001,MAIN_SENSOR,631.358,0.0293,24.062,1641.05,0.632,30.27,high-load,,normal
sensor_reading,1.0,2025-01-01 05:50:00,M001,MAIN_SENSOR,629.824,0.03,24.723,1639.47,0.633,30.27,normal,,normal
sensor_reading,1.0,2025-01-01 05:55:00,M001,MAIN_SENSOR,634.965,0.0332,23.859,1641.58,0.633,30.28,idle,,normal
sensor_reading,1.0,2025-01-01 06:00:00,M001,MAIN_SENSOR,630.062,0.0309,24.684,1631.0,0.634,30.28,idle,,normal
sensor_reading,1.0,2025-01-01 06:05:00,M001,MAIN_SENSOR,625.226,0.0372,23.995,1631.29,0.634,30.29,high-load,,normal
sensor_reading,1.0,2025-01-01 06:10:00,M001,MAIN_SENSOR,625.488,0.0382,23.723,1639.4,0.635,30.29,normal,,normal
sensor_reading,1.0,2025-01-01 06:15:00,M001,MAIN_SENSOR,633.559,0.0349,24.155,1618.4,0.635,30.29,normal,,normal
sensor_reading,1.0,2025-01-01 06:20:00,M001,MAIN_SENSOR,628.43,0.0344,23.903,1641.37,0.636,30.3,normal,,normal
sensor_reading,1.0,2025-01-01 06:25:00,M001,MAIN_SENSOR,632.941,0.0363,23.752,1665.41,0.636,30.3,idle,,normal
sensor_reading,1.0,2025-01-01 06:30:00,M001,MAIN_SENSOR,633.236,0.0339,24.565,1667.55,0.637,30.31,normal,,normal
sensor_reading,1.0,2025-01-01 06:35:00,M001,MAIN_SENSOR,626.655,0.0334,23.353,1641.6,0.637,30.31,idle,,normal
sensor_reading,1.0,2025-01-01 06:40:00,M001,MAIN_SENSOR,632.105,0.0338,23.959,1614.81,0.638,30.31,high-load,,normal
sensor_reading,1.0,2025-01-01 06:45:00,M001,MAIN_SENSOR,632.166,0.0376,23.984,1644.8,0.638,30.32,normal,,normal
sensor_reading,1.0,2025-01-01 06:50:00,M001,MAIN_SENSOR,626.379,0.0351,24.055,1630.49,0.639,30.32,normal,,normal
sensor_reading,1.0,2025-01-01 06:55:00,M001,MAIN_SENSOR,628.839,0.033,24.329,1624.01,0.639,30.33,idle,,normal
sensor_reading,1.0,2025-01-01 07:00:00,M001,MAIN_SENSOR,629.967,0.0339,23.813,1661.43,0.639,30.33,normal,,normal
sensor_reading,1.0,2025-01-01 07:05:00,M001,MAIN_SENSOR,628.635,0.0323,23.857,1661.57,0.64,30.33,normal,,normal
sensor_reading,1.0,2025-01-01 07:10:00,M001,MAIN_SENSOR,632.891,0.0317,24.589,1642.51,0.64,30.34,normal,,normal
sensor_reading,1.0,2025-01-01 07:15:00,M001,MAIN_SENSOR,632.042,0.0332,23.942,1644.27,0.641,30.34,normal,,normal
sensor_reading,1.0,2025-01-01 07:20:00,M001,MAIN_SENSOR,629.672,0.0386,23.762,1658.77,0.641,30.35,high-load,,normal
sensor_reading,1.0,2025-01-01 07:25:00,M001,MAIN_SENSOR,631.011,0.0348,24.501,1632.89,0.642,30.35,normal,,normal
sensor_reading,1.0,2025-01-01 07:30:00,M001,MAIN_SENSOR,633.975,0.0273,23.959,1629.48,0.642,30.35,idle,,normal
sensor_reading,1.0,2025-01-01 07:35:00,M001,MAIN_SENSOR,627.659,0.0335,24.349,1649.12,0.643,30.36,normal,,normal
sensor_reading,1.0,2025-01-01 07:40:00,M001,MAIN_SENSOR,632.179,0.0324,24.345,1642.29,0.643,30.36,normal,,normal
sensor_reading,1.0,2025-01-01 07:45:00,M001,MAIN_SENSOR,634.302,0.036,24.229,1630.15,0.644,30.36,normal,,normal
sensor_reading,1.0,2025-01-01 07:50:00,M001,MAIN_SENSOR,629.572,0.0327,24.11,1644.25,0.644,30.37,normal,,normal
sensor_reading,1.0,2025-01-01 07:55:00,M001,MAIN_SENSOR,633.714,0.034,24.229,1642.87,0.645,30.37,normal,,normal
sensor_reading,1.0,2025-01-01 08:00:00,M001,MAIN_SENSOR,630.058,0.0318,23.611,1632.93,0.645,30.38,normal,,normal
sensor_reading,1.0,2025-01-01 08:05:00,M001,MAIN_SENSOR,633.063,0.0324,24.144,1646.98,0.646,30.38,normal,,normal
sensor_reading,1.0,2025-01-01 08:10:00,M001,MAIN_SENSOR,633.242,0.0315,24.579,1655.03,0.646,30.38,idle,,normal
sensor_reading,1.0,2025-01-01 08:15:00,M001,MAIN_SENSOR,628.328,0.0321,24.649,1639.86,0.646,30.39,idle,,normal
sensor_reading,1.0,2025-01-01 08:20:00,M001,MAIN_SENSOR,625.096,0.0307,24.147,1627.78,0.647,30.39,idle,,normal
sensor_reading,1.0,2025-01-01 08:25:00,M001,MAIN_SENSOR,630.552,0.0343,24.749,1638.36,0.647,30.4,normal,,normal
sensor_reading,1.0,2025-01-01 08:30:00,M001,MAIN_SENSOR,635.047,0.0378,24.741,1645.38,0.648,30.4,normal,,normal
sensor_reading,1.0,2025-01-01 08:35:00,M001,MAIN_SENSOR,625.977,0.0354,24.609,1641.11,0.648,30.4,normal,,normal
sensor_reading,1.0,2025-01-01 08:40:00,M001,MAIN_SENSOR,637.138,0.0364,24.443,1655.24,0.649,30.41,high-load,,normal
sensor_reading,1.0,2025-01-01 08:45:00,M001,MAIN_SENSOR,632.941,0.028,24.072,1656.68,0.649,30.41,normal,,normal
sensor_reading,1.0,2025-01-01 08:50:00,M001,MAIN_SENSOR,629.555,0.0337,23.883,1663.84,0.65,30.42,normal,,normal
sensor_reading,1.0,2025-01-01 08:55:00,M001,MAIN_SENSOR,637.06,0.032,24.303,1634.38,0.65,30.42,normal,,normal
sensor_reading,1.0,2025-01-01 09:00:00,M001,MAIN_SENSOR,633.897,0.0355,24.537,1646.65,0.651,30.42,normal,,normal
sensor_reading,1.0,2025-01-01 09:05:00,M001,MAIN_SENSOR,640.896,0.0317,23.657,1638.06,0.651,30.43,idle,,normal
sensor_reading,1.0,2025-01-01 09:10:00,M001,MAIN_SENSOR,627.423,0.0306,23.907,1631.83,0.652,30.43,normal,,normal
sensor_reading,1.0,2025-01-01 09:15:00,M001,MAIN_SENSOR,629.3,0.0356,24.083,1640.86,0.652,30.44,idle,,normal
sensor_reading,1.0,2025-01-01 09:20:00,M001,MAIN_SENSOR,634.884,0.0324,24.17,1647.52,0.653,30.44,high-load,,normal
sensor_reading,1.0,2025-01-01 09:25:00,M001,MAIN_SENSOR,626.413,0.0284,24.386,1649.15,0.653,30.44,high-load,,normal
sensor_reading,1.0,2025-01-01 09:30:00,M001,MAIN_SENSOR,638.468,0.0347,24.554,1641.01,0.653,30.45,normal,,normal
sensor_reading,1.0,2025-01-01 09:35:00,M001,MAIN_SENSOR,633.204,0.0385,23.526,1648.44,0.654,30.45,high-load,,normal
sensor_reading,1.0,2025-01-01 09:40:00,M001,MAIN_SENSOR,638.756,0.0351,24.85,1636.04,0.654,30.45,high-load,,normal
sensor_reading,1.0,2025-01-01 09:45:00,M001,MAIN_SENSOR,632.29,0.0345,23.498,1629.69,0.655,30.46,idle,,normal
sensor_reading,1.0,2025-01-01 09:50:00,M001,MAIN_SENSOR,629.133,0.0364,24.582,1647.71,0.655,30.46,high-load,,normal
sensor_reading,1.0,2025-01-01 09:55:00,M001,MAIN_SENSOR,634.933,0.034,24.699,1644.05,0.656,30.47,normal,,normal
sensor_reading,1.0,2025-01-01 10:00:00,M001,MAIN_SENSOR,632.671,0.0337,24.521,1639.0,0.656,30.47,high-load,,normal
sensor_reading,1.0,2025-01-01 10:05:00,M001,MAIN_SENSOR,635.464,0.0316,23.899,1652.42,0.657,30.47,high-load,,normal
sensor_reading,1.0,2025-01-01 10:10:00,M001,MAIN_SENSOR,632.306,0.0333,24.597,1637.0,0.657,30.48,normal,,normal
sensor_reading,1.0,2025-01-01 10:15:00,M001,MAIN_SENSOR,632.008,0.0379,24.827,1663.27,0.658,30.48,idle,,normal
sensor_reading,1.0,2025-01-01 10:20:00,M001,MAIN_SENSOR,631.799,0.0375,23.958,1633.64,0.658,30.49,normal,,normal
sensor_reading,1.0,2025-01-01 10:25:00,M001,MAIN_SENSOR,625.631,0.0386,23.99,1643.12,0.659,30.49,normal,,normal
sensor_reading,1.0,2025-01-01 10:30:00,M001,MAIN_SENSOR,629.989,0.0362,24.164,1629.09,0.659,30.49,high-load,,normal
sensor_reading,1.0,2025-01-01 10:35:00,M001,MAIN_SENSOR,634.082,0.0309,24.004,1619.58,0.659,30.5,high-load,,normal
sensor_reading,1.0,2025-01-01 10:40:00,M001,MAIN_SENSOR,628.522,0.0349,23.612,1627.21,0.66,30.5,idle,,normal
sensor_reading,1.0,2025-01-01 10:45:00,M001,MAIN_SENSOR,632.823,0.0332,24.999,1667.1,0.66,30.51,normal,,normal
sensor_reading,1.0,2025-01-01 10:50:00,M001,MAIN_SENSOR,630.264,0.0359,24.566,1638.04,0.661,30.51,normal,,normal
sensor_reading,1.0,2025-01-01 10:55:00,M001,MAIN_SENSOR,628.418,0.0345,24.246,1640.1,0.661,30.51,normal,,normal
sensor_reading,1.0,2025-01-01 11:00:00,M001,MAIN_SENSOR,634.268,0.0327,23.906,1646.75,0.662,30.52,idle,,normal
sensor_reading,1.0,2025-01-01 11:05:00,M001,MAIN_SENSOR,634.136,0.0316,24.636,1624.31,0.662,30.52,normal,,normal
sensor_reading,1.0,2025-01-01 11:10:00,M001,MAIN_SENSOR,631.281,0.0339,24.091,1638.89,0.663,30.53,high-load,,normal
sensor_reading,1.0,2025-01-01 11:15:00,M001,MAIN_SENSOR,638.665,0.0325,25.17,1651.03,0.663,30.53,normal,,normal
sensor_reading,1.0,2025-01-01 11:20:00,M001,MAIN_SENSOR,633.365,0.0358,25.204,1633.98,0.664,30.53,normal,,normal
sensor_reading,1.0,2025-01-01 11:25:00,M001,MAIN_SENSOR,629.764,0.0327,24.332,1625.31,0.664,30.54,normal,,normal
sensor_reading,1.0,2025-01-01 11:30:00,M001,MAIN_SENSOR,633.229,0.0388,24.376,1642.62,0.665,30.54,normal,,normal
sensor_reading,1.0,2025-01-01 11:35:00,M001,MAIN_SENSOR,631.345,0.0369,24.036,1668.4,0.665,30.54,high-load,,normal
sensor_reading,1.0,2025-01-01 11:40:00,M001,MAIN_SENSOR,639.036,0.0353,24.323,1658.73,0.665,30.55,high-load,,normal
sensor_reading,1.0,2025-01-01 11:45:00,M001,MAIN_SENSOR,636.557,0.0326,24.145,1630.61,0.666,30.55,normal,,normal
sensor_reading,1.0,2025-01-01 11:50:00,M001,MAIN_SENSOR,634.537,0.0363,23.859,1641.13,0.666,30.56,normal,,normal
sensor_reading,1.0,2025-01-01 11:55:00,M001,MAIN_SENSOR,629.305,0.0324,24.527,1637.91,0.667,30.56,normal,,normal
sensor_reading,1.0,2025-01-01 12:00:00,M001,MAIN_SENSOR,632.481,0.0306,24.402,1646.29,0.667,30.56,normal,,normal
sensor_reading,1.0,2025-01-01 12:05:00,M001,MAIN_SENSOR,631.233,0.0342,24.402,1637.16,0.668,30.57,idle,,normal
sensor_reading,1.0,2025-01-01 12:10:00,M001,MAIN_SENSOR,629.028,0.0392,24.119,1645.89,0.668,30.57,normal,,normal
sensor_reading,1.0,2025-01-01 12:15:00,M001,MAIN_SENSOR,636.526,0.0435,23.908,1652.56,0.669,30.58,normal,,normal
sensor_reading,1.0,2025-01-01 12:20:00,M001,MAIN_SENSOR,631.407,0.0334,24.094,1633.77,0.669,30.58,idle,,normal
sensor_reading,1.0,2025-01-01 12:25:00,M001,MAIN_SENSOR,633.443,0.0311,24.679,1648.06,0.67,30.58,normal,,normal
sensor_reading,1.0,2025-01-01 12:30:00,M001,MAIN_SENSOR,634.871,0.0336,24.222,1650.96,0.67,30.59,high-load,,normal
sensor_reading,1.0,2025-01-01 12:35:00,M001,MAIN_SENSOR,630.148,0.0339,24.052,1636.94,0.671,30.59,normal,,normal
sensor_reading,1.0,2025-01-01 12:40:00,M001,MAIN_SENSOR,627.347,0.0381,24.115,1661.7,0.671,30.6,idle,,normal
sensor_reading,1.0,2025-01-01 12:45:00,M001,MAIN_SENSOR,636.92,0.0316,23.976,1678.58,0.671,30.6,normal,,normal
sensor_reading,1.0,2025-01-01 12:50:00,M001,MAIN_SENSOR,639.003,0.0347,24.449,1640.4,0.672,30.6,high-load,,normal
sensor_reading,1.0,2025-01-01 12:55:00,M001,MAIN_SENSOR,635.084,0.033,23.65,1632.22,0.672,30.61,normal,,normal
sensor_reading,1.0,2025-01-01 13:00:00,M001,MAIN_SENSOR,633.886,0.032,24.34,1635.3,0.673,30.61,normal,,normal
sensor_reading,1.0,2025-01-01 13:05:00,M001,MAIN_SENSOR,631.513,0.037,24.453,1648.2,0.673,30.62,normal,,normal
sensor_reading,1.0,2025-01-01 13:10:00,M001,MAIN_SENSOR,636.533,0.036,24.875,1642.91,0.674,30.62,normal,,normal
sensor_reading,1.0,2025-01-01 13:15:00,M001,MAIN_SENSOR,632.644,0.0316,24.221,1660.12,0.674,30.62,normal,,normal
sensor_reading,1.0,2025-01-01 13:20:00,M001,MAIN_SENSOR,637.869,0.0373,23.745,1661.65,0.675,30.63,normal,,normal
sensor_reading,1.0,2025-01-01 13:25:00,M001,MAIN_SENSOR,628.49,0.0371,24.247,1657.2,0.675,30.63,normal,,normal
sensor_reading,1.0,2025-01-01 13:30:00,M001,MAIN_SENSOR,630.045,0.0378,23.865,1640.86,0.676,30.63,normal,,normal
sensor_reading,1.0,2025-01-01 13:35:00,M001,MAIN_SENSOR,631.084,0.0305,24.413,1670.67,0.676,30.64,normal,,normal
sensor_reading,1.0,2025-01-01 13:40:00,M001,MAIN_SENSOR,642.116,0.0352,24.773,1651.9,0.676,30.64,idle,,normal
sensor_reading,1.0,2025-01-01 13:45:00,M001,MAIN_SENSOR,635.648,0.0341,24.453,1655.67,0.677,30.65,high-load,,normal
sensor_reading,1.0,2025-01-01 13:50:00,M001,MAIN_SENSOR,632.453,0.0347,24.366,1659.25,0.677,30.65,normal,,normal
sensor_reading,1.0,2025-01-01 13:55:00,M001,MAIN_SENSOR,631.026,0.0348,25.058,1663.42,0.678,30.65,idle,,normal
sensor_reading,1.0,2025-01-01 14:00:00,M001,MAIN_SENSOR,638.308,0.035,24.504,1661.59,0.678,30.66,idle,,normal
sensor_reading,1.0,2025-01-01 14:05:00,M001,MAIN_SENSOR,638.978,0.0301,23.933,1665.39,0.679,30.66,normal,,normal
sensor_reading,1.0,2025-01-01 14:10:00,M001,MAIN_SENSOR,633.503,0.0333,23.957,1643.13,0.679,30.67,normal,,normal
sensor_reading,1.0,2025-01-01 14:15:00,M001,MAIN_SENSOR,630.163,0.0402,24.39,1649.21,0.68,30.67,idle,,normal
sensor_reading,1.0,2025-01-01 14:20:00,M001,MAIN_SENSOR,636.171,0.0374,24.731,1662.9,0.68,30.67,normal,,normal
sensor_reading,1.0,2025-01-01 14:25:00,M001,MAIN_SENSOR,632.55,0.0343,24.672,1643.8,0.681,30.68,normal,,normal
sensor_reading,1.0,2025-01-01 14:30:00,M001,MAIN_SENSOR,634.464,0.036,24.68,1628.91,0.681,30.68,normal,,normal
sensor_reading,1.0,2025-01-01 14:35:00,M001,MAIN_SENSOR,636.66,0.0345,24.655,1659.68,0.681,30.69,idle,,normal
sensor_reading,1.0,2025-01-01 14:40:00,M001,MAIN_SENSOR,639.375,0.0384,24.881,1667.8,0.682,30.69,normal,,normal
sensor_reading,1.0,2025-01-01 14:45:00,M001,MAIN_SENSOR,635.462,0.0351,24.717,1659.37,0.682,30.69,normal,,normal
sensor_reading,1.0,2025-01-01 14:50:00,M001,MAIN_SENSOR,633.697,0.0361,24.402,1640.45,0.683,30.7,high-load,,normal
sensor_reading,1.0,2025-01-01 14:55:00,M001,MAIN_SENSOR,638.532,0.0352,25.133,1631.31,0.683,30.7,idle,,normal
sensor_reading,1.0,2025-01-01 15:00:00,M001,MAIN_SENSOR,633.026,0.0352,24.817,1655.72,0.684,30.7,normal,,normal
sensor_reading,1.0,2025-01-01 15:05:00,M001,MAIN_SENSOR,635.664,0.0323,24.016,1654.91,0.684,30.71,idle,,normal
sensor_reading,1.0,2025-01-01 15:10:00,M001,MAIN_SENSOR,630.677,0.0338,24.598,1639.37,0.685,30.71,high-load,,normal
sensor_reading,1.0,2025-01-01 15:15:00,M001,MAIN_SENSOR,639.621,0.0382,23.875,1640.08,0.685,30.72,high-load,,normal
sensor_reading,1.0,2025-01-01 15:20:00,M001,MAIN_SENSOR,627.984,0.0332,24.696,1646.41,0.686,30.72,normal,,normal
sensor_reading,1.0,2025-01-01 15:25:00,M001,MAIN_SENSOR,636.26,0.0313,24.709,1644.83,0.686,30.72,normal,,normal
sensor_reading,1.0,2025-01-01 15:30:00,M001,MAIN_SENSOR,634.95,0.0349,23.987,1637.77,0.686,30.73,high-load,,normal
sensor_reading,1.0,2025-01-01 15:35:00,M001,MAIN_SENSOR,637.853,0.0362,24.802,1655.61,0.687,30.73,normal,,normal
sensor_reading,1.0,2025-01-01 15:40:00,M001,MAIN_SENSOR,635.415,0.0309,24.342,1651.5,0.687,30.74,normal,,normal
sensor_reading,1.0,2025-01-01 15:45:00,M001,MAIN_SENSOR,640.881,0.0369,24.976,1659.11,0.688,30.74,normal,,normal
sensor_reading,1.0,2025-01-01 15:50:00,M001,MAIN_SENSOR,632.924,0.0355,24.524,1640.79,0.688,30.74,idle,,normal
sensor_reading,1.0,2025-01-01 15:55:00,M001,MAIN_SENSOR,633.941,0.0347,25.005,1627.2,0.689,30.75,high-load,,normal
sensor_reading,1.0,2025-01-01 16:00:00,M001,MAIN_SENSOR,638.747,0.0329,23.965,1666.44,0.689,30.75,high-load,,normal
sensor_reading,1.0,2025-01-01 16:05:00,M001,MAIN_SENSOR,637.362,0.0384,24.728,1677.11,0.69,30.76,normal,,normal
