event_type,version,timestamp,machine_id,sensor_id,temperature,vibration,pressure,rotation_speed,load,ambient_temperature,operating_mode,rul_hours,scenario
sensor_reading,1.0,2025-01-01 04:25:00,M001,MAIN_SENSOR,635.903,0.0364,23.907,1622.29,0.633,30.28,high-load,9999.0,normal
sensor_reading,1.0,2025-01-01 04:30:00,M001,MAIN_SENSOR,629.552,0.0349,24.253,1653.5,0.634,30.28,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 04:35:00,M001,MAIN_SENSOR,633.129,0.0363,24.287,1621.95,0.634,30.29,high-load,9999.0,normal
sensor_reading,1.0,2025-01-01 04:40:00,M001,MAIN_SENSOR,630.222,0.0365,24.158,1644.81,0.635,30.29,idle,9999.0,normal
sensor_reading,1.0,2025-01-01 04:45:00,M001,MAIN_SENSOR,629.903,0.0313,24.136,1642.64,0.636,30.3,idle,9999.0,normal
sensor_reading,1.0,2025-01-01 04:50:00,M001,MAIN_SENSOR,628.942,0.0333,23.853,1652.52,0.636,30.3,idle,9999.0,normal
sensor_reading,1.0,2025-01-01 04:55:00,M001,MAIN_SENSOR,630.075,0.0376,24.72,1638.27,0.637,30.31,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 05:00:00,M001,MAIN_SENSOR,627.983,0.0287,23.673,1622.92,0.638,30.31,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 05:05:00,M001,MAIN_SENSOR,635.194,0.0342,24.328,1612.91,0.638,30.32,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 05:10:00,M001,MAIN_SENSOR,627.514,0.0362,24.295,1637.95,0.639,30.32,high-load,9999.0,normal
sensor_reading,1.0,2025-01-01 05:15:00,M001,MAIN_SENSOR,632.853,0.0381,24.12,1640.7,0.639,30.33,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 05:20:00,M001,MAIN_SENSOR,631.786,0.04,23.466,1648.22,0.64,30.33,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 05:25:00,M001,MAIN_SENSOR,630.913,0.0354,23.974,1639.59,0.641,30.34,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 05:30:00,M001,MAIN_SENSOR,633.442,0.0418,24.49,1630.16,0.641,30.35,idle,9999.0,normal
sensor_reading,1.0,2025-01-01 05:35:00,M001,MAIN_SENSOR,630.086,0.0329,23.581,1636.53,0.642,30.35,high-load,9999.0,normal
sensor_reading,1.0,2025-01-01 05:40:00,M001,MAIN_SENSOR,633.606,0.0309,24.58,1646.5,0.643,30.36,idle,9999.0,normal
sensor_reading,1.0,2025-01-01 05:45:00,M001,MAIN_SENSOR,629.254,0.0337,24.775,1649.61,0.643,30.36,high-load,9999.0,normal
sensor_reading,1.0,2025-01-01 05:50:00,M001,MAIN_SENSOR,631.533,0.0335,24.246,1634.82,0.644,30.37,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 05:55:00,M001,MAIN_SENSOR,625.242,0.0392,24.277,1645.89,0.644,30.37,idle,9999.0,normal
sensor_reading,1.0,2025-01-01 06:00:00,M001,MAIN_SENSOR,631.432,0.0323,24.16,1622.08,0.645,30.38,idle,9999.0,normal
sensor_reading,1.0,2025-01-01 06:05:00,M001,MAIN_SENSOR,638.487,0.0311,23.867,1636.14,0.646,30.38,high-load,9999.0,normal
sensor_reading,1.0,2025-01-01 06:10:00,M001,MAIN_SENSOR,635.57,0.0342,23.799,1656.63,0.646,30.39,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 06:15:00,M001,MAIN_SENSOR,633.948,0.0355,24.485,1670.47,0.647,30.39,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 06:20:00,M001,MAIN_SENSOR,638.36,0.0325,24.806,1646.49,0.648,30.4,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 06:25:00,M001,MAIN_SENSOR,633.352,0.03,24.181,1632.29,0.648,30.4,idle,9999.0,normal
sensor_reading,1.0,2025-01-01 06:30:00,M001,MAIN_SENSOR,634.388,0.0369,23.518,1641.94,0.649,30.41,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 06:35:00,M001,MAIN_SENSOR,635.319,0.0338,24.502,1646.57,0.649,30.41,idle,9999.0,normal
sensor_reading,1.0,2025-01-01 06:40:00,M001,MAIN_SENSOR,633.028,0.0336,23.824,1629.05,0.65,30.42,high-load,9999.0,normal
sensor_reading,1.0,2025-01-01 06:45:00,M001,MAIN_SENSOR,634.181,0.0343,24.205,1637.58,0.651,30.42,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 06:50:00,M001,MAIN_SENSOR,631.187,0.0369,24.139,1626.73,0.651,30.43,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 06:55:00,M001,MAIN_SENSOR,634.383,0.0338,24.27,1662.27,0.652,30.43,idle,9999.0,normal
sensor_reading,1.0,2025-01-01 07:00:00,M001,MAIN_SENSOR,632.14,0.035,23.85,1640.49,0.653,30.44,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 07:05:00,M001,MAIN_SENSOR,634.079,0.0304,24.336,1644.49,0.653,30.44,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 07:10:00,M001,MAIN_SENSOR,632.424,0.0369,24.386,1661.18,0.654,30.45,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 07:15:00,M001,MAIN_SENSOR,629.369,0.0347,24.301,1630.76,0.654,30.45,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 07:20:00,M001,MAIN_SENSOR,635.268,0.0402,24.269,1649.81,0.655,30.46,high-load,9999.0,normal
sensor_reading,1.0,2025-01-01 07:25:00,M001,MAIN_SENSOR,632.702,0.0326,23.641,1635.43,0.656,30.47,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 07:30:00,M001,MAIN_SENSOR,628.322,0.0387,24.241,1639.9,0.656,30.47,idle,9999.0,normal
sensor_reading,1.0,2025-01-01 07:35:00,M001,MAIN_SENSOR,635.215,0.0316,24.016,1645.03,0.657,30.48,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 07:40:00,M001,MAIN_SENSOR,635.683,0.0357,24.374,1645.3,0.657,30.48,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 07:45:00,M001,MAIN_SENSOR,633.847,0.035,23.93,1645.07,0.658,30.49,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 07:50:00,M001,MAIN_SENSOR,629.474,0.0347,24.125,1675.15,0.659,30.49,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 07:55:00,M001,MAIN_SENSOR,632.625,0.031,24.25,1651.06,0.659,30.5,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 08:00:00,M001,MAIN_SENSOR,637.814,0.033,23.746,1654.78,0.66,30.5,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 08:05:00,M001,MAIN_SENSOR,628.701,0.0334,24.213,1644.3,0.661,30.51,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 08:10:00,M001,MAIN_SENSOR,634.96,0.0328,24.21,1645.12,0.661,30.51,idle,9999.0,normal
sensor_reading,1.0,2025-01-01 08:15:00,M001,MAIN_SENSOR,633.39,0.0348,24.461,1655.57,0.662,30.52,idle,9999.0,normal
sensor_reading,1.0,2025-01-01 08:20:00,M001,MAIN_SENSOR,634.169,0.0357,23.758,1646.2,0.662,30.52,idle,9999.0,normal
sensor_reading,1.0,2025-01-01 08:25:00,M001,MAIN_SENSOR,634.478,0.0364,24.073,1637.84,0.663,30.53,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 08:30:00,M001,MAIN_SENSOR,631.367,0.0359,24.68,1641.01,0.664,30.53,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 08:35:00,M001,MAIN_SENSOR,635.862,0.0349,24.278,1643.52,0.664,30.54,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 08:40:00,M001,MAIN_SENSOR,635.427,0.0354,25.121,1635.98,0.665,30.54,high-load,9999.0,normal
sensor_reading,1.0,2025-01-01 08:45:00,M001,MAIN_SENSOR,634.791,0.0333,24.023,1646.23,0.665,30.55,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 08:50:00,M001,MAIN_SENSOR,633.697,0.0419,24.266,1632.95,0.666,30.55,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 08:55:00,M001,MAIN_SENSOR,634.153,0.0295,24.301,1646.86,0.667,30.56,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 09:00:00,M001,MAIN_SENSOR,635.767,0.0371,24.16,1645.02,0.667,30.56,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 09:05:00,M001,MAIN_SENSOR,631.134,0.0319,24.448,1631.69,0.668,30.57,idle,9999.0,normal
sensor_reading,1.0,2025-01-01 09:10:00,M001,MAIN_SENSOR,632.237,0.0322,24.535,1668.75,0.669,30.57,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 09:15:00,M001,MAIN_SENSOR,629.625,0.0301,24.302,1647.47,0.669,30.58,idle,9999.0,normal
sensor_reading,1.0,2025-01-01 09:20:00,M001,MAIN_SENSOR,634.235,0.0336,24.278,1651.85,0.67,30.59,high-load,9999.0,normal
sensor_reading,1.0,2025-01-01 09:25:00,M001,MAIN_SENSOR,636.749,0.0299,24.223,1650.15,0.67,30.59,high-load,9999.0,normal
sensor_reading,1.0,2025-01-01 09:30:00,M001,MAIN_SENSOR,630.923,0.0391,24.132,1647.24,0.671,30.6,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 09:35:00,M001,MAIN_SENSOR,635.394,0.0333,23.712,1642.75,0.672,30.6,high-load,9999.0,normal
sensor_reading,1.0,2025-01-01 09:40:00,M001,MAIN_SENSOR,636.863,0.034,24.065,1659.15,0.672,30.61,high-load,9999.0,normal
sensor_reading,1.0,2025-01-01 09:45:00,M001,MAIN_SENSOR,632.831,0.0335,24.416,1657.45,0.673,30.61,idle,9999.0,normal
sensor_reading,1.0,2025-01-01 09:50:00,M001,MAIN_SENSOR,641.017,0.0369,24.773,1642.28,0.673,30.62,high-load,9999.0,normal
sensor_reading,1.0,2025-01-01 09:55:00,M001,MAIN_SENSOR,630.843,0.035,24.408,1635.56,0.674,30.62,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 10:00:00,M001,MAIN_SENSOR,633.444,0.0359,24.499,1654.71,0.675,30.63,high-load,9999.0,normal
sensor_reading,1.0,2025-01-01 10:05:00,M001,MAIN_SENSOR,634.891,0.0336,24.196,1634.42,0.675,30.63,high-load,9999.0,normal
sensor_reading,1.0,2025-01-01 10:10:00,M001,MAIN_SENSOR,639.421,0.0349,24.3,1637.81,0.676,30.64,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 10:15:00,M001,MAIN_SENSOR,642.922,0.0322,24.232,1654.1,0.676,30.64,idle,9999.0,normal
sensor_reading,1.0,2025-01-01 10:20:00,M001,MAIN_SENSOR,635.965,0.0373,25.018,1655.34,0.677,30.65,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 10:25:00,M001,MAIN_SENSOR,631.045,0.0343,24.496,1674.23,0.678,30.65,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 10:30:00,M001,MAIN_SENSOR,630.068,0.038,24.454,1659.62,0.678,30.66,high-load,9999.0,normal
sensor_reading,1.0,2025-01-01 10:35:00,M001,MAIN_SENSOR,634.004,0.0329,24.657,1657.57,0.679,30.66,high-load,9999.0,normal
sensor_reading,1.0,2025-01-01 10:40:00,M001,MAIN_SENSOR,637.274,0.035,24.187,1631.16,0.679,30.67,idle,9999.0,normal
sensor_reading,1.0,2025-01-01 10:45:00,M001,MAIN_SENSOR,636.865,0.0361,24.062,1643.56,0.68,30.67,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 10:50:00,M001,MAIN_SENSOR,633.055,0.0313,24.117,1636.57,0.681,30.68,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 10:55:00,M001,MAIN_SENSOR,633.266,0.0332,23.837,1674.59,0.681,30.68,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 11:00:00,M001,MAIN_SENSOR,638.31,0.0331,24.505,1655.48,0.682,30.69,idle,9999.0,normal
sensor_reading,1.0,2025-01-01 11:05:00,M001,MAIN_SENSOR,638.174,0.033,24.795,1644.05,0.683,30.69,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 11:10:00,M001,MAIN_SENSOR,630.641,0.0369,24.867,1681.83,0.683,30.7,high-load,9999.0,normal
sensor_reading,1.0,2025-01-01 11:15:00,M001,MAIN_SENSOR,631.098,0.0368,24.275,1660.33,0.684,30.7,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 11:20:00,M001,MAIN_SENSOR,630.334,0.032,24.15,1652.03,0.684,30.71,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 11:25:00,M001,MAIN_SENSOR,632.87,0.0368,24.784,1658.42,0.685,30.71,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 11:30:00,M001,MAIN_SENSOR,639.698,0.0362,24.002,1667.74,0.686,30.72,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 11:35:00,M001,MAIN_SENSOR,633.074,0.0374,24.981,1657.01,0.686,30.73,high-load,9999.0,normal
sensor_reading,1.0,2025-01-01 11:40:00,M001,MAIN_SENSOR,630.449,0.0329,24.897,1649.65,0.687,30.73,high-load,9999.0,normal
sensor_reading,1.0,2025-01-01 11:45:00,M001,MAIN_SENSOR,635.225,0.0371,24.68,1655.18,0.687,30.74,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 11:50:00,M001,MAIN_SENSOR,634.408,0.0344,24.74,1658.62,0.688,30.74,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 11:55:00,M001,MAIN_SENSOR,634.31,0.0379,24.397,1641.91,0.689,30.75,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 12:00:00,M001,MAIN_SENSOR,632.853,0.0328,24.35,1667.09,0.689,30.75,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 12:05:00,M001,MAIN_SENSOR,632.763,0.0357,24.219,1649.31,0.69,30.76,idle,9999.0,normal
sensor_reading,1.0,2025-01-01 12:10:00,M001,MAIN_SENSOR,630.696,0.0347,24.384,1659.07,0.69,30.76,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 12:15:00,M001,MAIN_SENSOR,635.944,0.0323,24.834,1655.25,0.691,30.77,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 12:20:00,M001,MAIN_SENSOR,635.917,0.0353,24.276,1655.49,0.692,30.77,idle,9999.0,normal
sensor_reading,1.0,2025-01-01 12:25:00,M001,MAIN_SENSOR,636.797,0.0309,24.272,1649.97,0.692,30.78,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 12:30:00,M001,MAIN_SENSOR,636.186,0.0383,24.193,1647.2,0.693,30.78,high-load,9999.0,normal
sensor_reading,1.0,2025-01-01 12:35:00,M001,MAIN_SENSOR,633.928,0.0333,24.345,1662.58,0.693,30.79,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 12:40:00,M001,MAIN_SENSOR,632.352,0.0364,23.874,1646.74,0.694,30.79,idle,9999.0,normal
sensor_reading,1.0,2025-01-01 12:45:00,M001,MAIN_SENSOR,634.572,0.0395,24.376,1627.21,0.695,30.8,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 12:50:00,M001,MAIN_SENSOR,629.612,0.0355,24.69,1658.28,0.695,30.8,high-load,9999.0,normal
sensor_reading,1.0,2025-01-01 12:55:00,M001,MAIN_SENSOR,636.159,0.0383,24.29,1664.66,0.696,30.81,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 13:00:00,M001,MAIN_SENSOR,630.808,0.0331,23.849,1650.78,0.696,30.81,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 13:05:00,M001,MAIN_SENSOR,635.613,0.0357,24.506,1643.09,0.697,30.82,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 13:10:00,M001,MAIN_SENSOR,635.228,0.0317,24.965,1650.73,0.697,30.82,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 13:15:00,M001,MAIN_SENSOR,634.38,0.0394,24.056,1641.01,0.698,30.83,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 13:20:00,M001,MAIN_SENSOR,632.605,0.0353,24.644,1663.55,0.699,30.83,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 13:25:00,M001,MAIN_SENSOR,643.658,0.0299,24.709,1648.13,0.699,30.84,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 13:30:00,M001,MAIN_SENSOR,634.23,0.0339,24.181,1675.18,0.7,30.84,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 13:35:00,M001,MAIN_SENSOR,638.563,0.0356,24.975,1636.96,0.7,30.85,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 13:40:00,M001,MAIN_SENSOR,632.092,0.0301,24.26,1657.2,0.701,30.85,idle,9999.0,normal
sensor_reading,1.0,2025-01-01 13:45:00,M001,MAIN_SENSOR,636.44,0.0359,24.014,1665.05,0.702,30.86,high-load,9999.0,normal
sensor_reading,1.0,2025-01-01 13:50:00,M001,MAIN_SENSOR,636.897,0.0374,23.849,1659.3,0.702,30.86,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 13:55:00,M001,MAIN_SENSOR,632.662,0.0346,24.701,1656.8,0.703,30.87,idle,9999.0,normal
sensor_reading,1.0,2025-01-01 14:00:00,M001,MAIN_SENSOR,633.718,0.0356,23.981,1669.66,0.703,30.88,idle,9999.0,normal
sensor_reading,1.0,2025-01-01 14:05:00,M001,MAIN_SENSOR,635.704,0.0384,24.336,1649.72,0.704,30.88,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 14:10:00,M001,MAIN_SENSOR,634.075,0.0378,24.275,1663.88,0.705,30.89,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 14:15:00,M001,MAIN_SENSOR,635.267,0.0307,24.326,1642.14,0.705,30.89,idle,9999.0,normal
sensor_reading,1.0,2025-01-01 14:20:00,M001,MAIN_SENSOR,636.563,0.0327,24.853,1655.35,0.706,30.9,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 14:25:00,M001,MAIN_SENSOR,635.975,0.0373,24.869,1656.35,0.706,30.9,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 14:30:00,M001,MAIN_SENSOR,634.242,0.0312,24.295,1649.33,0.707,30.91,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 14:35:00,M001,MAIN_SENSOR,636.923,0.0348,24.778,1649.53,0.708,30.91,idle,9999.0,normal
sensor_reading,1.0,2025-01-01 14:40:00,M001,MAIN_SENSOR,636.478,0.0387,24.66,1656.31,0.708,30.92,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 14:45:00,M001,MAIN_SENSOR,634.89,0.0341,24.246,1650.68,0.709,30.92,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 14:50:00,M001,MAIN_SENSOR,639.01,0.0352,24.074,1678.54,0.709,30.93,high-load,9999.0,normal
sensor_reading,1.0,2025-01-01 14:55:00,M001,MAIN_SENSOR,637.75,0.0322,24.395,1658.8,0.71,30.93,idle,9999.0,normal
sensor_reading,1.0,2025-01-01 15:00:00,M001,MAIN_SENSOR,641.95,0.033,24.894,1674.41,0.71,30.94,normal,9999.0,normal
sensor_reading,1.0,2025-01-01 15:05:00,M001,MAIN_SENSOR,634.997,0.0351,24.192,1655.32,0.711,30.94,idle,9999.0,normal
sensor_reading,1.0,2025-01-01 15:10:00,M001,MAIN_SENSOR,636.82,0.0374,24.94,1648.93,0.712,30.95,high-load,9999.0,normal
sensor_reading,1.0,2025-01-01 15:15:00,M001,MAIN_SENSOR,631.074,0.0358,24.664,1661.04,0.712,30.95,high-load,9999.0,normal
